d_A-1:O2prime-G8:N1,d_A-1:O2prime-A10:N6,d_A-1:O2prime-A38:N6,d_A-1:O2prime-G+1:O1P,d_A-1:O2prime-G+1:O2P,d_G+1:O1P-G8:N2,d_G+1:O2P-G8:N2,A-1_puckering_pseudorot,IAA,d_A-1:O2prime-G+1:P,tau2,Time
3.121312519896305,7.27262000624966,7.445390210365437,5.176827416228282,4.53350159622367,8.00260533465541,6.87920102517111,31.255999530063384,106.75458631608491,4.273457640887896,22.136820994733604,1200.0
5.043211816853244,3.057187827283829,5.752814813235255,4.630397762123226,3.223305467449896,3.4686728975055434,3.001702280673914,11.849353503171754,119.91431113859333,3.616405784192867,32.163811113721664,1250.0
4.7592969605911515,4.161462599078159,2.851826242092274,4.841220800788639,3.7119535782004363,5.185885362861628,2.799750029959072,20.375776693363115,106.35349640781402,3.796539530868309,34.86817478214315,1300.0
4.632443208350303,2.932212981129713,2.8994839292791914,4.420499910860183,2.647378903837113,3.67401744774591,3.118111469593099,2.1095485307173703,118.29502459216766,3.3015219230852435,27.462306259813193,1350.0
8.654685078926953,2.9192432835501787,2.9717020831227035,4.796010908139804,3.6449175488265833,10.338938323056734,7.880780800293792,8.249711101984524,101.09438347378187,3.7029331673918104,29.36670658988132,1400.0
3.466080120408656,6.72783561419888,7.192389193322198,4.242997456793049,2.996949667566909,6.946316982095421,4.865079845159318,32.928346482826434,132.05421871156472,3.427664436682629,33.7515992461254,1450.0
5.13814630993484,2.8331411027180744,3.157117999616322,4.716677052370551,3.399426090753235,5.3491800435449015,3.3032413353746954,50.07721107547613,111.38027447549129,3.552211409051175,27.816178616314016,1500.0
4.937348878830842,2.8081638201841486,6.198916529078063,3.8176723317421675,2.706660114375402,2.9604899535247036,4.436429117772375,23.62215736073804,150.19249379520798,3.2448284932294627,37.66005839642378,1550.0
4.881916947848675,3.3792904972229523,6.021301978773359,4.044846868681425,2.4790524902386797,2.932471684256909,3.5770789204901225,6.2289909374932755,130.1227275937551,3.0850740238873584,27.832826609189112,1600.0
9.288410069816383,5.439596839804131,2.8486688902686526,5.341770384590196,4.595787092826997,12.70046400304018,10.363634933646212,11.768663680109176,92.09300896402813,4.24135681374414,29.22604590089717,1650.0
5.406787879179904,5.404082167276049,3.2254665889937817,4.904447576702462,3.4101162557229494,7.929775716241209,5.355639755915495,34.34932998053787,93.43377547153615,3.575429964172214,38.21672896336943,1700.0
5.947882021461163,5.257031968107777,2.8122063778153525,5.205004960940301,4.158114713913778,9.527211779520124,7.09681920569162,39.85722528373151,98.80782768787562,4.069040812357108,30.200219352853974,1750.0
4.834935099364004,2.9648910593501134,5.868785363670864,4.638763033521353,3.017557888830356,3.2788268246671834,3.004849681800681,11.03606815350652,121.03018867852151,3.566635874039309,27.425611526880655,1800.0
4.845577203694448,2.879199934813935,3.139730046247039,4.568691591119752,2.9452010201695633,3.832145424836794,2.6292236686028985,191.681969573462,113.83059672591891,3.3981606138212745,-24.761128716519995,1850.0
12.656814983787084,7.2887179154216035,2.8625193959552866,5.148231721118411,3.620012693107224,15.452944442819792,13.191479911169475,133.5473785297243,92.19451750901155,3.8393323216735546,-14.510850726395663,1900.0
11.72367454106196,9.368900273312432,2.787853612177389,5.054592844892832,3.6986466351923535,16.05574475548409,13.574280599446753,1.1089953297844857,92.30468373507065,3.694672624825071,28.213166526606088,1950.0
9.874360050062743,6.560404920398104,3.002766878977353,5.19824848252122,4.4901737703178535,13.269913022163442,10.94600067478109,18.208777232312144,88.39426099806859,4.080710639712843,31.4224304168162,2000.0
4.540497865610267,3.080939194012135,3.1677902377558187,4.329851674141034,2.635662377389467,3.84630618105767,2.8061719245192456,26.347346762663935,117.81565081043905,3.20839703248616,29.18920795983803,2050.0
5.214262870638201,5.324904089943879,3.434384742833918,5.138202090659058,4.017226871863222,9.580630276039527,7.088151325484477,28.716705615914815,88.14147652630334,3.8893310753700563,36.663696002083235,2100.0
5.131470649312382,2.8787655000315473,3.3267678420040525,4.144947042343002,2.753068206926652,2.823702663957135,4.056465714004806,31.986766999416265,137.79050516355878,3.3695217819504912,26.517356641257685,2150.0
13.254291098634129,8.938531290947099,2.9265999623446026,5.164139470951017,4.04095241100588,17.849612912423947,15.751993929577932,25.841228910543798,98.61546871537105,4.052979369486979,34.95521451145052,2200.0
4.852834661976739,2.915856238620429,5.967956848850315,4.872531539129873,3.572518953753316,4.421454737307297,3.0419389166986495,27.436955057698444,112.04594836937416,3.820481298862311,33.5816003163899,2250.0
14.87728332159627,9.115885305594379,3.002149264887434,4.934252165610722,3.4776151834698004,19.14359125886867,17.01571093379361,6.163309648968742,109.21194030080005,3.708669652986542,28.95762636163045,2300.0
4.546747628589346,8.293692635088561,3.0345176507946765,4.856110707259921,3.350345693879782,6.072034695758343,3.743767283364107,14.25304593482502,94.36506874428615,3.5859352646543163,37.30202783953224,2350.0
4.515598416957303,2.8261075079286306,2.932948891021737,4.376975197103073,2.637462268423141,3.0548832010983547,3.029751228724428,11.769724076561397,125.30292423033534,3.331714719304759,25.85918207639031,2400.0
4.726477503317182,2.9500687275300823,2.699794890248729,4.761631496362008,2.926245515451381,4.18822986515676,2.832613637245134,22.333722698685786,109.87034510089043,3.5433044637886186,31.81984625443195,2450.0
11.723997983284335,6.93378805346031,2.762227718404573,4.817860890086374,3.1734692493455747,13.186189713702449,11.496473107906427,163.76198999169537,91.48221903997083,3.4319386756127277,-19.356653915415706,2500.0
5.077265045660831,3.0155078645804196,6.673480282054591,3.847970087100474,2.903427911977299,2.870592418488436,4.852801413494799,16.4100988947883,146.21376035775282,3.289652927817306,20.94986143917667,2550.0
4.321981754059369,2.849315320571265,4.373795719219015,5.201480986871615,4.200689248246524,5.466124322689079,3.526767915505926,11.90035000100752,82.64035765502796,3.982701761861146,26.11838491776264,2600.0
5.141072123293689,2.970000854957779,2.8344455857750788,4.472706376571987,2.920016676538139,3.4331456786568264,2.9174151557244032,1.8334692387729095,117.05500268801988,3.3941422677356154,35.31585774608221,2650.0
5.630463095316564,2.9074738019788344,3.0322268697445804,4.526997237120422,3.2430539511698018,2.6921706100148954,4.030793188592111,16.774321223010343,131.51419772262685,3.6392682094851927,36.77567517681086,2700.0
4.607872950389547,3.2548597526943417,2.9849100339294714,4.663145461038145,2.855924061136618,3.6146121484008367,2.6840999412974456,6.731897219714107,113.17024728415574,3.4108648139453144,40.85036255366129,2750.0
5.169813203747499,4.571368152777853,3.205499112800144,4.816153712585132,4.151255771857191,7.732083481083032,6.566833378493586,0.39582071990652107,70.50400788940124,3.6134926184040013,37.30971285640026,2800.0
4.686199331148222,8.062911522474035,2.9645097040458404,5.137044411624913,4.1705754348792965,6.008515985143208,3.4547523842277217,15.741237014399049,89.06151352234798,3.96485942859167,35.224593210159554,2850.0
4.46219212845478,8.131653213946779,2.925422530330132,4.968871108657213,3.4327533684541103,5.965377544825299,3.5004297847060823,26.568954495610292,84.07620287641984,3.5994022349404045,31.899124264230473,2900.0
4.432042518553537,4.604608682661452,5.98890608224851,4.896386866320206,4.360835342047618,8.480457002963043,6.690972641314515,359.1991915097602,93.22851946625639,3.9126873317575535,32.29467829710115,2950.0
4.601096326900819,3.4983001368091924,2.8378582718277836,4.997786960384648,3.794482577613729,5.5084851960498415,3.0536905026389136,22.41795732837928,93.59762101921345,3.8449278274315484,37.345031957931404,3000.0
4.558263434062576,3.687021362272605,5.54189832757953,4.9949389119675836,4.118810039355909,5.227256924073285,2.7767253069530846,28.685183944640357,95.9251524713281,3.926451146613297,32.88920639356262,3050.0
4.857507391105221,2.756320874409972,2.6757020774650537,4.67300513369196,2.95487633647236,3.8993977882615387,2.85166840109534,8.792223917918832,116.36339060468312,3.439330570354501,34.26031377898671,3100.0
4.972664153087795,3.0240018128162065,3.0753399268743338,5.3122749446993875,4.049407475431801,5.719514573110801,3.3122000321347285,30.84186992336037,100.77341924292605,4.092785596585384,24.674694719945535,3150.0
6.362900815308681,5.906039659593235,5.704183593163831,5.031611811489569,3.884304553949433,8.226511875525716,6.2565642002054505,16.70832978231506,95.93984048287341,3.871372606591667,29.789136438555957,3200.0
5.819673369274626,5.811258263488077,5.4483491989297494,5.006495175143183,3.2476890196646426,7.832356238936918,5.4558702809459545,13.899863068553628,106.5582533768501,3.650368246030746,26.041688397843494,3250.0
4.122428494425992,2.8077921731833215,4.917948810174612,5.081868104003841,3.894318470746293,5.1428976430620095,2.711662995385036,11.056207498492844,101.54657852562126,3.8760429468132753,32.78870709703824,3300.0
4.0025951463301315,3.065576890481731,3.2387373525706384,4.600795418178462,3.0445040765037668,5.275658187552839,3.1404589489171273,12.455049516482386,108.85647979280208,3.3956475030227615,29.068340118735577,3350.0
4.2511768790749755,3.2395633412819578,2.905085211095279,4.7473580557769335,2.976304333027428,4.808188433739647,3.1793826905928166,12.718871710163132,111.90575455893584,3.4562131020328426,27.203470563366544,3400.0
4.41165746321117,2.893336975904123,2.765213588405421,4.558049139292542,2.9391447431149134,4.445433799091757,2.694901616394474,24.068355517922353,112.88191128975018,3.357576359563626,28.778336621817875,3450.0
4.9098884094328925,3.0160397224156337,2.7532359721803523,4.77364338567381,3.2360008684729022,4.6282892803466735,2.8854977393565813,29.959922099455415,107.17543860071956,3.520127693227448,33.919157081719526,3500.0
2.978730630432262,6.966238154185438,8.214339743404901,4.477733303602115,2.806049370205005,7.331065541515679,5.019515611477642,19.710993752687987,125.09464340462817,3.454777411103586,33.516180990524866,3550.0
4.1806180806172915,2.9248980654841805,2.9805701866697465,4.346120359122932,2.6525060698583895,3.6571273052901168,2.71454980353353,27.95422956177386,119.81181315063066,3.2837469683597664,32.893707224860776,3600.0
4.5423900938543875,2.882661632821611,3.1572927301425353,5.052394024508243,3.534601906522744,5.3974996403972995,3.1019189911164,32.77067065901059,95.05619786857247,3.7373897496257857,30.38585229584824,3650.0
4.590259643278947,3.2490441919682733,3.2032215183817483,4.707162703885561,3.6486968935576267,5.587144029031812,3.089656969565022,28.560252809110978,50.72522431644997,3.382971566571861,27.713429649013825,3700.0
4.681250384209107,3.238458212579978,2.75001753462101,4.317693536239356,2.83732100735481,3.011212375078739,2.8628151841354383,29.425395917297013,126.81290559861655,3.3625718626650594,30.866574220300492,3750.0
3.660284300624763,3.6445328317500727,3.3746904546642575,5.034371318388193,3.8518173254360715,7.638913368502285,5.229552272306063,14.65823432870089,100.2095504841973,3.8707234821701246,27.590671983883464,3800.0
4.88152529658437,3.0342398704951776,2.9300343136443994,5.284257073035343,4.780646371876951,7.570141521133422,5.282632796182097,16.27888849208698,102.22544191335663,4.32820804364241,23.785513538431385,3850.0
4.793001000231405,2.8398088452071826,2.7763275735076163,5.09193223905188,3.7759523613512567,5.304280624626181,2.886000168259479,30.27265810777871,103.28419542321227,3.870131377745213,27.515924416080242,3900.0
4.561203704667389,2.966446514921714,2.997098461319922,4.9774776099868605,3.789325486643824,6.216773053423107,3.777723559764023,7.94728101077779,96.21218468585799,3.8068493961593384,30.878823262224333,3950.0
2.9007954221250953,6.910527727645816,8.333965044569164,4.39029618229992,2.6759311690147416,7.678911384632877,5.378291079708391,23.97932637739691,127.7798315984975,3.342633650093136,36.323701077850195,4000.0
4.49538818789644,3.478016808005202,3.0105493591916415,5.071075629336592,3.6569931930720396,5.436784806333126,3.0930539941340256,355.6814938562967,100.16649021137566,3.913235670780839,27.877594552750317,4050.0
3.8432556460237075,3.218478182206604,2.8678030890745294,4.62386600925256,2.573828910385507,4.508417640324151,2.7912211767552035,18.73452316362245,108.47877316473796,3.3266535347531794,37.28653405248128,4100.0
5.135384622077456,2.9773262650082666,6.836990902969254,5.085803668670373,4.31626184693617,5.297545224115803,2.7254552937117333,19.03531395520994,87.2368378951457,3.9333215254203138,30.724729683850256,4150.0
4.943772501214494,2.835685668342486,6.639137439779401,5.186146062903288,4.720944414555365,5.419169202951832,3.0089185000542504,21.373008044815283,99.27174648499599,4.221256861653428,31.193066520609907,4200.0
4.804768827563842,2.9498793868328272,4.538460783799695,4.698029696161481,3.066040665188478,3.7710211195637275,2.896704127145991,17.743369218720513,119.78056053476843,3.5654429056030046,25.654339996191975,4250.0
4.594115022504845,5.758446010203331,2.977127775901804,5.007929612622132,4.0559328876439595,5.69164864862487,3.3693568009527195,17.574930828754713,106.45504577116715,3.9897993251616586,24.04069736594046,4300.0
4.744404560974868,3.863120721156316,3.066610380411395,4.779884031970233,3.3458176548658325,4.773104521141515,2.7331161170222327,29.723540757167328,118.44714562858098,3.6491780147730672,29.443278238486396,4350.0
19.781847033626516,6.647488242546235,2.8814106855420096,5.2773192115247785,4.644928241548639,22.516064206891283,19.93080591297237,18.016237363818902,91.80429459147518,4.2053378797477485,29.023419458946194,4400.0
4.755096038635375,2.7246456293298325,3.141736539944383,4.236679449617787,2.7548168011715086,3.3327468718087196,3.204558980328298,11.026882079397197,124.04638777128136,3.259573832643388,26.75539869364478,4450.0
4.794048264761111,2.8280005541570343,6.573622999876877,5.260476862181731,4.086688266689709,5.284094964253003,2.9032903778699746,9.13808697497873,81.24245925991454,4.023796120477639,30.52310966151463,4500.0
5.21927882622259,6.084126859316681,2.731833880871353,4.865283659966543,3.5478007984249085,3.824773504518732,2.820675735252712,354.1959434793721,120.27341555555506,3.873269822258961,35.45913996158922,4550.0
4.759770297726438,5.513883661443999,3.5300005413483366,3.6853396527484548,2.7449601489445032,3.0293374495654084,4.349943500030384,9.006461639280966,152.94902076723997,3.269298093451278,31.82756299532185,4600.0
14.100532977516059,7.751219070102124,2.9668521387903,5.068538455279024,3.902856450321893,14.607562011001493,12.378955783214279,2.3947250084895,98.03615067899739,3.83931950952824,39.283604727522025,4650.0
5.077884895567425,2.9754547196305685,5.635254272343252,4.4598459183621175,3.0116806990163427,2.9658876544505874,4.082855807157472,28.5476240871892,138.95050681297622,3.5316288179737145,32.7330956764949,4700.0
5.101930367568701,2.9146234286130426,4.597074398246657,5.168536423746184,3.815581462817412,5.231756487563346,2.7769045628051274,9.736463470879078,95.08928740433316,3.875264563984799,41.687199767240806,4750.0
12.606608745506408,7.8381180561718375,3.3026818869055385,5.040131500282129,4.753200882326156,13.462917129696633,11.029075537127374,31.284153962953695,94.36156280672007,4.206435857122721,30.649063992270435,4800.0
15.708913361792984,9.28213851397213,2.671050057407426,5.048039209654268,4.311683278763148,17.217490523236567,15.35201333834731,22.81593462368538,97.12922197488705,3.9781542757273445,28.1540952269504,4850.0
4.602052202415409,2.755652172595344,5.126638926758074,4.520914685202637,2.673611425004166,3.4217251034713474,3.087153164857704,5.986916845264384,117.2805624657157,3.3374535074865905,21.72390795754812,4900.0
5.312075967241203,2.9504745005718562,4.223338071312232,4.711945817005841,3.3793650566886697,3.076067134016085,3.320772683272994,20.627287556303372,119.42463263232449,3.728728700981402,30.841877065958784,4950.0
4.455218008007149,2.7531444119255477,3.016385875674171,4.455131707957967,2.8676156094927188,3.738264221924156,3.0068911033485177,8.445239917444207,124.11062252874987,3.4357807948401975,35.22533856843185,5000.0
4.555941895209976,2.977146374138517,5.38893437004176,4.029753356034763,2.6840451101208704,3.111565623977424,4.00952021771077,16.45099303409282,141.49235270541092,3.2393816586325115,35.09358790940124,5050.0
4.960133271891927,2.9466941668347695,3.119707907013672,4.69060919562891,3.099241133180956,4.155595802391803,2.8987792366890845,354.27018811186565,115.92073232539727,3.5226986374654503,30.569539009741202,5100.0
5.213004779428027,2.7708122689191534,5.786445178596474,4.101132462327567,2.733861040678925,3.6456708509149007,5.098918253167549,16.415344764413415,141.70277346853607,3.2555815983583924,29.531305401874313,5150.0
4.423506520811275,5.854579098578603,7.827070485879177,4.983833041268378,4.067788066241149,7.6752172159771845,5.616487106249407,4.1503245328827,102.13993699147481,3.9039052720731746,28.162374654746674,5200.0
4.616945869286613,3.1693678089865456,2.853715529495137,4.568075861465316,2.924670981849255,5.000461291491835,3.130911679931238,4.651366598250821,102.63195989315325,3.2788291631498803,30.23368344505992,5250.0
4.603268645878186,2.9545009430285445,5.440179679811452,4.309954223175716,2.6002646663788513,3.5502852314050473,2.879964753075018,12.42264652876996,124.81010763264231,3.1976241525844427,25.15938592442554,5300.0
5.02283406444422,3.2569448274422754,5.062476613697125,4.956318287590215,3.5319657006291796,4.7573207237945825,2.859828524462476,6.281410305736884,92.04293689156688,3.673814865428594,25.433720682711595,5350.0
4.581506047203879,2.922975316664938,5.214184519847553,4.7430183639003225,2.8909537211268708,4.157953875059861,2.7302389697792067,26.123918912305612,97.62960863301646,3.3867125662374553,38.03254450708879,5400.0
15.635710188056118,8.742689259847442,3.1941364089527995,5.2998192586088555,4.682199483648905,16.527894382002945,14.841566528914385,16.756129836155957,95.31035993581744,4.355880471208235,24.175852430039605,5450.0
4.71279706173518,2.886275844347258,4.594540426367405,4.502690421295514,2.6845914256708117,3.3160478368632456,2.8134319936831913,356.08295619273866,115.98144053230001,3.3549252455642837,33.14546331477799,5500.0
5.139399774223034,2.9075943224925718,4.684203482629047,4.914386376220347,3.3614747206958246,3.601859938261145,2.6800184144814656,11.840462350554478,107.51099292905428,3.688969206668576,33.178484943433986,5550.0
5.152832863090481,3.3090458102703293,4.563519421112417,4.952386510209495,3.424342927244754,4.637936547443382,3.130923422297134,28.751953771875925,99.02054754646193,3.711042240524112,34.97821936716589,5600.0
4.7009186619216825,2.990933946234797,6.127192592700249,4.889591591318488,4.513204657692831,5.886765989694207,3.3748140574528325,15.12954624798599,88.8853699277915,3.943324171945065,27.726524547653426,5650.0
18.466278073277394,8.297150587286511,3.014401480937821,5.383625791062838,4.789928019328933,20.061188439471028,18.0899572221963,10.133760393032738,98.33727204415173,4.421256186076248,26.022430819157684,5700.0
4.290622770752327,5.411834848533148,7.010924271923015,5.125044142091763,4.239131673944315,7.0128504140804555,4.728154527237764,359.5225833350428,95.53829676552894,4.034752067347674,28.94392834270517,5750.0
5.2458456572233,2.811209307566012,6.599439671083806,5.289274594330784,4.475366075184468,5.284256708816781,2.7849279024524543,35.011996974457425,80.08997463044766,4.064836639713483,24.073819174736972,5800.0
14.084707840148173,9.17997234176224,3.3707249934385155,4.725963018965463,4.834443742316721,17.011815017134246,14.88344637120013,1.4950531320214817,103.78289818269972,4.111264157416676,33.54530600000725,5850.0
13.670057298739051,8.471900351633952,3.6027076806466196,5.416808939289819,4.957386956429657,16.89281932743605,14.471213824768956,344.898113431254,97.56375193927435,4.566354204082456,33.71010457459523,5900.0
18.640171294458806,8.190912062922175,3.1458062589867675,5.249017498956635,4.30359275832092,21.565541852559534,19.423251999605533,18.606787621254135,89.2745631949965,4.133533182249894,30.729701567171094,5950.0
5.771916208106666,2.855813730558003,5.140798394487172,5.1236343744608925,5.038155779980981,5.40153492943551,2.897136307908126,19.608978392497423,96.93164718600573,4.312454385817078,29.501762650235538,6000.0
5.17144660634727,2.8641739148003693,6.420169281539564,5.138924095893041,4.002079070256581,5.054117711026245,2.6866721333994725,21.45205464798357,88.0391326780142,3.8329527911148267,28.826095523633406,6050.0
14.700662674444592,7.921953068622864,3.5486733906447054,5.070393602167448,5.148087041725561,18.113298475576602,16.328049795423155,26.609306583238755,110.71676599376093,4.435205849023508,23.729463946340687,6100.0
13.690423108869737,8.410574154934785,3.5847456054863054,4.824004543682952,4.978896473467023,17.352586473076265,15.435110316791942,15.676335105939716,104.24308709860391,4.192314588141346,35.201473898253425,6150.0
3.951770716054052,5.480635292039215,8.878335706470224,5.176540574258124,3.977988375494701,8.518105211637389,6.2712458534093,24.288469007073193,87.7803654742995,3.9194008086658547,28.52509986515629,6200.0
18.742928279219772,7.982083097088266,3.1527166677854965,5.332544568317877,4.226976396394248,23.435648144428633,20.965591746616166,0.05435898869317017,90.52400132843451,4.095974412985148,33.263486865345705,6250.0
4.834976349321973,2.939621957311775,6.043655814483311,4.492879688984782,3.0286610386843145,3.0106808653057096,3.333797758456969,21.225429547274196,132.62093515355946,3.576002035011892,38.53323907221057,6300.0
4.56119417785471,3.333431628967726,5.386430818135185,4.064999340895511,2.6404189374727203,3.214514210036611,4.38549090050536,23.46892841707182,141.98976343526445,3.263281396723107,28.408585938067223,6350.0
4.256983946255648,3.268654072436744,4.797354507711987,4.677927112531553,3.0910478490056876,5.287609224154736,3.0027323213759383,3.1950686278939533,74.65569255873724,3.227073926109323,33.43832797585204,6400.0
4.599332858181804,6.316338713150886,3.5291526159111566,4.5119937151251595,2.9885935493511946,3.6664293712277907,2.7978726037134076,8.48770142444428,127.36356011585202,3.5279008767045568,43.411293415005694,6450.0
19.332119837409664,10.204533178590271,2.644026927539891,5.0855273683909115,5.007873946437163,24.2535460623502,22.105369110551127,20.4564384994925,92.52457470585614,4.265335239619899,22.7425660793509,6500.0
4.4125515045207715,3.26759778192796,3.117622937482116,4.9370608638592195,3.836780918011076,5.504550222717836,3.065189255626085,4.887183681170734,98.1057248343426,3.7512283946177636,30.32313629022326,6550.0
5.507762737058724,2.73294392990464,6.211188926214157,4.68261966939084,3.4029720465268807,3.229322697240184,3.4870911914832328,15.016785312428574,125.60527208652421,3.6750108856330406,29.382112061559678,6600.0
5.996451433917068,2.7956043757173616,4.815619418509693,5.333351241465593,4.968765601438888,7.983189034532253,5.803733121367773,14.50644144436797,98.70290051504064,4.426220548992149,26.684725988680327,6650.0
15.606428894223155,9.312692749497288,3.483645913719997,5.137516898486526,5.23787742292517,17.246021920410005,15.185214985567994,16.111059939102855,104.4691928076488,4.521890451736414,30.27580408557865,6700.0
20.460209999194227,10.705413203455384,2.6663845608031798,5.122977669835941,4.839226877027434,24.89552055551528,22.53884992734618,5.660356206344059,95.83606836022201,4.281473554761299,28.88154492091654,6750.0
19.00382259497425,8.26216745509022,2.6837854386281523,5.215513039544713,4.651000327521141,22.389521485708695,20.351478908152625,15.892755929558351,88.78772727945685,4.22880442329588,25.025803413245928,6800.0
18.752215225880942,9.408723370072176,2.728975606434478,5.309256733919372,4.363871887214273,22.627379424728044,20.56565167461185,28.7603932430375,93.95686953594189,4.178633241090422,28.53277457464672,6850.0
3.8459598140456164,5.774738032480398,3.200765081537808,4.082389851734334,2.550354679553011,4.3428155201227,2.8850656500047154,26.736565813384935,128.87376835731095,3.113201105448172,25.591128027248057,6900.0
4.422991946183011,6.295469777237675,3.607822029637722,4.167756259554012,2.579821251023065,3.3658577061098383,2.937911116984396,16.609049233590174,133.125955911492,3.255099504595737,27.58197186321182,6950.0
5.201394560607088,3.4531130469125992,4.931872078807011,5.037072268547822,3.6830052098821704,5.142506011194023,2.9409154808518756,6.671373994348783,102.94574204045762,3.871653027029186,37.306656470702045,7000.0
13.467624808576799,8.967864475839145,3.0657014125420057,5.219162766329557,4.221621354950259,14.455078504784026,12.245825701777168,22.70558622333187,101.12121914216026,4.142518819590942,33.59559203373847,7050.0
4.53813666960796,3.152399504005518,5.164130432783231,5.077208582317978,3.4160453569864027,5.710242363704658,3.449871113651479,359.64420938418186,99.84029676887062,3.7246421171633988,32.38574041047166,7100.0
